NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
TATUNG,TW0002371002,2629.04,4968.62,1943.64,1488.08,970.6,1221.78,1555.97,1106.61,1868.55,2334.4,734.66,1169.34,1304.51,722.98,632.98,670.5,658.34,360.39,1386.75,1944.25,2055.18,1492.34,2098.62,2423.3,2713.23,3395.3,3032.24
MICRO-STAR INTERNATIONAL,TW0002377009,394.0,1224.92,797.06,1832.25,1008.78,1035.86,496.3,483.01,676.84,692.96,473.43,643.64,648.89,429.61,390.96,738.96,928.9,1062.24,2006.38,2734.15,2036.63,2574.15,4061.74,4586.66,3784.76,5129.11,5014.51
REALTEK SEMICON.,TW0002379005,223.94,829.12,951.24,1943.6,1254.95,1204.36,743.23,922.23,1409.87,1268.62,465.15,1247.15,1143.63,937.17,1123.73,1383.31,1562.49,1318.19,1714.26,2003.81,2702.55,4084.08,8798.46,9657.74,5994.26,7714.14,8215.75
QUANTA COMPUTER,TW0002382009,7064.85,9944.28,4929.48,8046.29,4682.46,6795.02,5586.72,4760.57,5762.52,4080.91,3611.68,7737.14,8129.63,8792.14,8957.7,9561.08,9654.05,6297.38,7867.39,8456.31,7023.84,7790.11,11679.64,12900.45,9952.17,31305.67,28421.58
CHICONY ELECTRONICS,TW0002385002,184.23,206.47,105.23,413.4,338.72,699.21,325.17,357.5,672.26,677.9,500.89,1426.14,1370.57,1214.12,1803.26,1756.61,1943.42,1444.84,1656.7,1868.59,1594.34,2077.88,2336.54,2371.41,2218.39,4078.58,3579.02
VIA TECHNOLOGIES,TW0002388006,,4403.36,4998.07,4145.97,1404.81,1696.21,653.21,787.99,1312.7,666.75,428.59,383.49,1082.41,688.67,387.4,459.97,171.69,130.11,179.38,227.82,411.63,474.68,943.35,1190.97,1289.02,2286.62,1525.18
CHENG UEI PRECISION IND.,TW0002392008,,427.21,322.28,610.78,364.06,458.8,571.35,1036.79,1417.36,746.75,440.05,893.17,1038.71,1162.82,931.28,1067.92,909.37,647.99,612.46,822.87,399.17,642.66,820.41,694.42,682.49,717.26,1051.88
EVERLIGHT ELECTRONICS,TW0002393006,97.67,257.09,152.66,118.31,216.76,561.91,301.27,827.95,1132.91,1018.94,491.54,1215.71,1276.48,860.79,580.54,1010.87,1040.63,759.2,685.7,693.04,440.19,535.48,679.91,854.46,566.77,684.68,1115.78
ADVANTECH,TW0002395001,,861.96,739.9,674.1,551.31,660.49,879.58,1284.34,1394.48,998.31,621.21,1003.34,1549.95,1687.44,2368.33,3551.11,4805.0,3997.49,5296.66,5377.79,5193.79,6815.89,9712.61,10586.03,9235.39,10030.41,9791.96
NANYA TECHNOLOGY,TW0002408002,,,2005.54,3565.39,1858.21,2574.89,2602.46,2329.8,3085.97,2588.58,835.77,2785.89,2564.08,1354.93,2176.95,3954.29,5753.64,3208.65,4271.96,8132.05,6067.98,8055.36,9609.26,8016.65,6250.48,6709.58,2622.65
AUO,TW0002409000,,,1048.42,4191.46,2607.17,6215.61,7538.12,8468.43,10549.9,13033.13,5872.09,9557.49,8802.41,5069.74,3503.33,2862.1,5070.03,2483.58,4149.98,4444.76,3725.84,3494.7,5658.99,6972.34,4356.82,4452.3,3192.77
CHUNGHWA TELECOM,TW0002412004,,,24036.81,14220.3,15847.83,15341.41,19172.2,17014.21,18827.53,20446.87,17507.12,19337.33,23835.34,25260.58,24578.16,23530.31,23415.15,23947.74,24962.8,28926.34,27003.05,27656.21,30224.0,32771.28,29264.48,29947.18,29481.66
TRANSCEND INFO.,TW0002451002,,,,455.12,355.53,552.87,627.5,618.34,887.0,914.35,752.85,1342.43,1267.81,1207.1,1180.01,1282.44,1390.17,1182.61,1179.62,1243.73,929.1,1180.23,949.33,1078.29,985.62,1081.79,1125.97
MEDIATEK,TW0002454006,,,,5878.74,3728.83,7044.89,4635.06,8632.12,10605.39,9596.4,8012.87,16939.55,15004.28,11140.48,14790.37,17841.9,23991.43,9985.78,10411.31,16473.33,12581.29,20045.38,52914.01,61794.65,40243.06,47967.86,72754.32
CATCHER TECHNOLOGY,TW0002474004,,395.17,143.74,237.81,186.92,539.8,590.51,2129.2,4189.91,1595.84,1046.61,1464.76,2759.86,4832.66,3347.11,5005.1,6735.79,5599.27,6210.03,9316.42,5801.93,6065.26,5363.03,4230.6,4452.03,4261.26,4069.1
HTC,TW0002498003,,,,,754.98,882.86,1394.52,7579.93,6563.18,10693.25,7111.6,7828.3,27573.36,16023.61,8346.26,3781.16,4173.96,1910.55,2071.16,1982.42,973.6,891.96,828.11,1879.68,1864.84,1332.16,1343.84
CATHAY RLST.DEV.,TW0002501004,795.47,770.07,453.65,386.13,406.47,844.91,977.11,730.34,988.93,1083.53,329.34,674.54,975.73,670.76,822.51,989.62,867.41,652.88,705.23,648.57,780.86,775.12,787.51,785.85,638.58,702.11,832.21
EVERGREEN MARINE,TW0002603008,1553.23,1795.89,1432.31,906.52,1522.48,2222.24,2257.4,1739.77,1661.05,2272.68,1206.24,1744.02,3310.98,2118.53,2171.43,2041.56,2378.42,1268.51,1503.23,2305.99,1754.45,1819.15,5866.44,21495.15,11120.66,10170.53,13276.43
SINCERE NAVIGATION,TW0002605003,131.55,148.86,84.36,83.85,126.56,306.35,483.12,370.52,650.96,914.45,410.02,691.58,702.77,528.6,521.17,514.89,460.31,331.29,384.95,393.69,281.94,260.86,374.52,516.66,401.22,428.5,424.53
U-MING MARINE TRAN.,TW0002606001,242.97,306.29,197.94,149.08,212.33,835.72,1127.69,838.4,1223.87,2132.68,1019.45,1592.98,1850.15,1354.82,1372.28,1424.48,1312.57,634.46,739.65,1095.65,835.74,839.66,996.8,1613.31,1448.8,1296.79,1445.85
EVRG.INTL.STRG.& TRAN.,TW0002607009,121.75,121.07,63.62,88.15,418.25,480.26,483.04,443.79,557.64,628.22,477.45,799.16,994.32,621.94,722.71,716.77,621.25,420.59,539.13,507.44,466.93,472.04,614.12,1078.11,975.88,1116.23,966.23
YANG MING MAR.TRAN.,TW0002609005,966.84,1036.97,768.9,469.87,983.23,2137.69,2061.04,1392.62,1200.05,1450.68,679.53,867.54,2586.21,1418.33,1332.93,1223.4,1502.21,729.39,554.95,917.88,675.62,554.73,1963.93,12379.44,7469.04,5342.08,6990.02
CHINA AIRLINES,TW0002610003,1441.13,1528.86,1444.53,971.2,1231.0,1530.02,1713.26,1615.49,1845.55,2106.28,837.33,1498.02,3557.75,2563.7,2257.01,1827.87,2560.23,1844.4,1653.1,2274.0,1860.55,1419.06,2179.9,4829.49,4020.63,3964.41,4645.74
WAN HAI LINES,TW0002615002,1048.0,1045.58,778.15,640.66,1104.24,1442.22,1624.72,1236.74,1343.69,1497.5,865.49,1041.57,1768.38,1232.72,1213.84,1079.95,2337.19,1186.77,1252.77,1403.91,1136.61,1248.52,3449.18,12940.21,7429.11,4333.18,6220.29
TAIWAN NAVIGATION,TW0002617008,109.76,120.34,68.89,92.71,127.35,272.06,284.07,203.43,365.12,652.49,496.43,523.44,522.5,434.09,336.87,341.58,272.64,157.59,172.55,232.69,238.93,217.65,271.47,474.1,383.72,427.13,362.67
EVA AIRWAYS,TW0002618006,,1163.05,906.67,725.74,1048.27,1338.3,1522.07,1577.06,1712.92,2015.64,712.6,1113.96,3439.16,2374.19,2074.99,1731.79,2820.4,2012.46,1942.76,2205.83,2126.5,1898.58,2194.61,4433.92,5296.94,5519.12,7571.82
FORMOSA INTL.HOTELS,TW0002707007,215.02,245.18,274.95,190.08,192.63,258.13,267.98,428.13,706.36,676.53,528.0,795.14,1389.18,1296.32,1189.71,1171.78,1193.05,826.23,677.04,672.07,562.83,630.84,582.9,671.05,1087.83,877.54,750.4
CHANG HWA COML.BANK,TW0002801008,3845.16,3937.85,2280.7,1366.26,1894.23,2626.23,3246.52,2654.3,3346.1,2666.52,1885.84,2712.58,5283.11,3898.8,3987.31,4590.99,4501.44,4081.01,5005.1,5554.76,5700.65,7169.21,6254.63,6655.76,6226.4,6122.44,6142.0
TAIWAN BUSINESS BANK,TW0002834009,1249.75,1871.76,1222.87,564.44,861.69,931.4,1418.37,1053.31,1223.92,1194.47,721.92,979.04,1873.35,1563.98,1487.39,1513.24,1548.84,1371.54,1561.56,1823.47,2298.46,2848.69,2475.99,2867.44,3583.59,3529.83,4178.3
HUA NAN FINANCIAL HDG.,TW0002880002,4339.66,4944.68,3213.63,2314.32,3613.8,3972.34,4681.59,3994.94,4534.56,4370.03,2769.64,3542.45,5390.74,4703.91,4967.21,5111.39,5179.58,4438.76,5518.21,6575.41,6928.65,8599.08,7926.12,10365.01,10477.09,9571.85,11704.31
FUBON FINL.HLDG.,TW0002881000,1519.16,2128.25,1817.25,5536.93,7231.27,7974.27,8461.76,7061.32,7164.45,7958.32,4482.79,9177.45,11981.89,10462.09,12222.72,14456.58,16286.46,11808.59,16498.37,18694.69,14831.55,14914.52,17283.72,32086.56,25258.84,27060.63,37824.07
CATHAY FINL.HLDG.,TW0002882008,12656.23,14876.7,11278.31,8940.06,11084.62,13334.85,16531.02,15862.23,20737.7,22827.72,8857.55,15993.4,18888.03,12002.8,12092.84,18027.91,18205.23,13931.93,18960.43,23509.11,17819.59,17475.76,18970.19,29970.93,21764.9,20725.05,29318.39
KGI FINANCIAL HOLDING,TW0002883006,5274.06,9634.21,7647.95,5032.18,4996.87,5753.48,4810.78,3925.56,5027.95,4182.69,1866.83,3010.11,5207.21,3445.83,4182.05,4385.61,5025.81,3542.04,3811.88,5456.62,4857.79,4560.04,4790.01,11250.04,7461.24,6579.8,8652.81
E SUN FINL.HLDG.,TW0002884004,500.21,821.55,710.12,891.36,1359.57,1661.89,2320.26,1987.65,2187.81,1713.13,777.13,1339.25,2600.51,2325.32,2885.69,3585.76,4340.34,3968.1,5147.65,6724.93,7521.3,10758.97,10825.78,13924.06,11852.23,12470.37,13562.94
YUANTA FINANCIAL HDG.,TW0002885001,812.02,1375.89,818.93,559.56,1034.6,1189.74,1744.93,1280.28,1488.9,6608.54,2772.72,4778.14,6572.85,5769.76,5430.08,5502.41,4861.01,3467.7,4729.8,5653.48,6463.0,7627.97,8958.88,11018.57,9600.7,10935.35,13717.92
MEGA FINANCIAL HOLDING,TW0002886009,1539.94,3898.51,2393.9,1522.94,6750.29,7351.91,7636.3,7623.11,7652.16,7268.45,3194.94,5883.77,8990.47,8160.78,9339.93,10046.97,9611.32,8845.08,10196.8,11770.7,11768.62,14186.35,13951.53,18066.94,15423.99,17486.07,17585.77
TS FINANCIAL HOLDING,TW0002887007,497.81,1254.38,997.49,643.3,2208.27,2941.33,4040.61,2934.39,3235.51,2285.54,857.81,2289.6,3440.74,2453.97,2711.84,3566.23,4031.42,3112.08,3612.26,4988.26,4617.59,4978.46,4915.12,8060.49,6553.93,6875.29,6817.65
SHIN KONG FINL.HLDG. DEAD - DELIST.24/07/25,TW0002888005,2997.1,3458.76,1986.81,1348.36,951.22,1882.89,3076.75,3267.8,4723.86,3561.04,1388.2,2860.07,4286.34,2607.07,2365.17,3125.26,2753.83,1931.28,2626.48,3744.27,3466.05,3993.06,3788.39,5578.54,4668.87,4192.68,6531.88
SINOPAC FINL.HDG.,TW0002890001,,,,,1614.83,1934.23,2331.44,3766.69,3637.1,2698.75,1122.22,2271.57,3404.58,2313.87,3310.51,3819.76,3850.57,2742.75,3164.16,3799.08,3795.03,4836.8,4471.92,6666.03,6652.57,7672.33,8739.58
CTBC FINL.HLDG.,TW0002891009,1667.53,4418.62,3154.24,3163.42,4061.26,6233.31,6515.24,5675.96,6914.59,6758.13,2803.73,4919.44,8525.09,7140.98,7172.01,9712.33,9799.48,8414.56,11199.03,14206.78,13129.5,14127.07,13415.44,19346.99,14841.91,17790.98,23171.81
FIRST FINANCIAL HOLDING,TW0002892007,4249.15,5063.84,3324.09,2307.83,3083.7,4228.81,4655.95,4244.95,4390.91,4914.29,2557.22,3401.15,5956.78,4818.16,4940.18,5169.68,5434.38,5204.13,6725.32,8421.05,8188.51,9646.7,9359.65,11722.47,11647.16,11781.37,11873.82
FAR EASTERN DEPT.STRS.,TW0002903002,398.74,459.97,342.86,196.08,314.17,530.1,535.51,571.98,677.85,1661.98,509.17,1134.85,2221.51,1803.15,1353.43,1287.68,1234.01,707.09,738.65,790.11,755.97,1127.25,1096.52,1069.81,1038.04,1121.24,943.98
PRESIDENT CHAIN STORE,TW0002912003,1253.69,2231.35,1689.45,1220.93,1257.05,1584.09,1486.66,2057.47,2140.88,2522.71,2096.05,2432.96,4440.53,5689.17,5688.77,6982.86,8124.61,6901.73,7711.19,10349.44,10907.26,10295.49,10070.52,9905.09,9367.06,8992.69,8122.41
LARGAN PRECISION,TW0003008009,,,,,475.44,1064.4,528.61,2178.98,1924.13,1143.43,769.23,1728.65,3677.98,3199.87,3611.15,5157.96,11310.61,9447.91,19640.16,18263.77,16495.33,20811.68,14408.22,9790.2,9980.1,10112.51,11438.1
NOVATEK MICROELS.,TW0003034005,,,,787.28,470.32,1253.77,1565.27,2821.09,2611.35,1813.18,574.3,1645.01,1994.89,1924.99,2376.35,2440.27,3292.27,2407.42,2153.95,2716.61,3127.78,4278.57,9211.47,10304.49,7399.12,10039.82,9840.1
FARADAY TECHNOLOGY,TW0003035002,,658.26,733.55,661.24,416.39,569.16,462.3,469.99,720.48,544.09,281.59,658.34,821.68,582.58,514.61,515.03,504.04,358.32,256.74,664.07,347.69,382.34,469.98,1782.76,1540.41,3352.32,1716.09
UNIMICRON TECHNOLOGY,TW0003037008,207.1,441.62,488.85,655.27,410.9,678.97,620.31,1310.83,1318.6,1379.61,407.96,1733.39,3224.76,2082.79,1496.74,1178.17,1051.51,659.44,626.93,1086.95,1101.52,1825.44,4770.78,10608.05,7145.58,8794.82,5860.98
TRIPOD TECHNOLOGY,TW0003044004,,,94.97,154.26,118.59,290.81,352.48,1082.21,1509.24,1330.39,441.44,1521.85,2193.8,1551.24,1070.55,957.62,1110.88,871.15,1243.15,1663.22,1402.12,1873.85,2423.58,2418.84,1832.33,3342.49,3135.56
TAIWAN MOBILE,TW0003045001,,,4826.3,4721.49,3568.4,4397.69,5088.45,4472.43,4845.16,7165.32,5062.26,7151.64,8968.45,10084.45,12132.46,10026.23,11472.75,10211.74,11228.1,12755.76,12196.55,12463.46,12153.14,12594.31,11260.97,11725.39,12571.53
KINSUS INTCONN.TECH.,TW0003189007,,,,,,139.25,308.11,1001.31,1264.56,1044.25,393.8,1092.46,1444.11,1369.19,1402.53,1553.03,1453.46,955.76,1054.87,760.59,646.8,681.22,1216.74,3266.16,1814.82,1492.37,1337.24
PIXART IMAGING,TW0003227005,,,,,,322.95,87.0,444.94,1561.69,620.51,445.47,779.04,608.35,378.83,315.04,228.67,374.3,293.41,304.08,641.89,403.12,716.54,948.71,705.93,549.0,734.81,1111.99
WISTRON,TW0003231007,,,,,,767.45,422.22,1565.82,1809.09,2001.54,1044.79,3543.17,3894.57,3134.22,2546.47,1970.19,2269.74,1469.27,2242.99,2275.56,1950.9,2531.78,3162.84,3272.35,3107.91,11147.93,8770.88
SHIN ZU SHING,TW0003376000,,,,,,,23.77,330.44,531.69,488.22,252.41,556.02,427.85,377.39,533.38,436.53,398.66,642.8,510.13,507.47,516.89,854.88,854.08,635.3,541.95,1049.59,1289.28
GUC,TW0003443008,,,,,,,,,620.58,516.54,472.44,572.95,573.76,519.94,434.1,333.07,372.28,263.08,346.29,1622.91,863.22,1013.05,1997.5,2276.57,3899.97,6826.38,5194.49
INNOLUX,TW0003481008,,,,,,,,1909.34,5597.08,5936.94,2500.89,5148.29,9257.07,3642.61,4502.88,3156.99,4834.59,2878.73,4547.57,4664.26,3383.3,2987.67,4876.97,6435.09,3943.09,4711.78,3290.27
WPG HOLDINGS,TW0003702007,,,,,,,,243.85,342.38,672.23,406.5,1401.07,2863.0,2221.85,2234.23,1929.09,2069.24,1597.9,2060.84,2403.74,2127.57,2097.88,2622.73,3283.98,2785.32,4760.57,3589.71
ASE TECHNOLOGY HOLDING,TW0003711008,,,,,,,,,,,,,,,,,,,,,8435.47,10405.38,15333.47,15658.03,15151.25,18189.94,21524.81
FAR EASTONE TELECOM.,TW0004904008,,,,2325.98,2000.13,2290.64,4382.88,4547.02,4382.7,5106.45,3050.92,3904.34,4882.53,6238.31,8265.8,6420.74,7845.71,6807.05,7528.64,8460.73,7589.99,7292.85,7000.01,7614.96,7375.49,9218.14,9805.19
CYBERLINK,TW0005203004,,,164.03,119.82,125.64,302.31,212.26,252.99,407.71,377.4,373.33,521.69,409.43,252.57,295.43,285.25,292.09,197.27,212.0,196.36,191.99,274.55,302.07,236.41,229.2,232.17,235.76
VANGD.INTL.SEMICON.,TW0005347009,1501.84,3287.74,1749.89,900.4,685.88,1194.69,991.87,1089.82,1232.94,1064.76,336.08,735.83,946.81,685.79,1215.63,1808.82,2792.39,2443.97,3013.89,3640.98,3547.66,4030.7,6912.94,7689.92,5343.84,3812.07,4979.98
CORETRONIC,TW0005371009,128.27,257.28,156.43,548.54,287.44,442.06,515.1,861.63,897.2,715.99,368.99,971.47,1232.04,647.69,556.38,671.52,775.73,436.99,487.88,622.69,643.04,514.82,625.01,1050.06,809.91,908.12,944.82
SINO-AMER.SILICON PRDS.,TW0005483002,,,,39.4,31.12,56.61,82.41,333.35,551.86,1016.02,423.47,684.13,1572.53,969.96,690.0,958.27,912.09,717.11,816.59,2023.38,1230.28,1900.35,3310.74,4415.53,3317.23,3587.11,2184.49
FARGLORY LAND DEV.,TW0005522007,,680.51,757.02,263.4,218.05,485.53,514.27,411.97,1010.9,2046.84,457.32,1450.32,1926.4,1503.03,1433.14,1340.11,983.3,851.33,1000.07,928.85,978.35,1053.95,1422.02,1792.83,1519.01,1439.79,1820.11
HANNSTAR DISPLAY,TW0006116007,,,,1672.81,977.52,2035.38,1795.35,1260.46,1090.45,1894.26,626.92,1149.28,1150.26,468.49,335.41,1011.33,897.91,401.27,899.12,1178.23,720.66,788.31,1341.74,1746.83,1272.63,1088.0,698.96
SIMPLO TECHNOLOGY,TW0006121007,,,,112.76,62.04,184.04,189.8,281.82,528.79,751.33,492.61,1286.45,1807.88,1970.51,1431.8,1414.36,1497.23,970.17,937.47,1202.28,1335.88,1929.48,2403.33,2088.19,1859.74,2343.68,2030.49
RADIANT OPTO-ELECTRONICS,TW0006176001,,,,,193.18,416.63,645.89,745.22,585.53,415.0,295.02,547.09,936.01,1737.76,1738.5,2026.03,1522.82,885.04,860.44,1193.13,1317.67,1619.5,1919.85,1697.0,1621.15,2063.38,2795.3
POWERTECH TECHNOLOGY,TW0006239007,,,,,,552.6,788.96,1477.72,1996.18,1594.13,886.86,2161.8,2727.71,2030.9,1165.87,1078.81,1274.5,1634.65,2228.92,2537.49,1792.04,2752.03,2757.15,2734.05,2239.93,3562.98,2540.26
MOTECH INDUSTRIES,TW0006244007,,,,,,78.96,425.25,1522.5,2085.22,1232.84,543.44,1433.12,1526.31,964.85,474.99,775.69,597.59,569.62,479.27,413.64,157.07,123.64,352.17,395.71,383.93,322.39,234.41
FORMOSA PETROCHEMICAL,TW0006505001,,,,,,12114.01,15581.62,16537.02,19247.21,21979.76,15263.45,23392.8,30909.89,29050.42,27414.21,23958.34,20525.13,23525.81,31726.6,39268.46,33314.05,27514.83,31121.57,32913.1,26567.04,23193.83,9908.89
NAN YA PRINTED CUB.,TW0008046004,,,,,,,,,3855.89,2983.7,1108.1,2448.97,2354.75,1506.37,786.82,769.92,898.53,628.45,522.95,592.42,755.71,911.86,5681.79,10965.35,5756.7,4709.5,2494.84
E INK HOLDINGS,TW0008069006,,,,,,,331.87,222.93,277.27,580.26,332.86,1798.17,1964.63,1575.71,783.21,610.08,512.39,519.56,919.32,1939.04,1192.82,1104.95,2021.95,6006.67,7317.42,7823.28,9993.9
PHISON ELECTRONICS,TW0008299009,,,,,,,95.43,237.33,668.11,545.22,282.08,954.24,1168.09,1448.46,1217.77,1130.46,1324.73,1427.09,1579.08,2029.29,1602.8,2094.76,2715.56,3177.81,2449.4,3530.74,2875.82
POU CHEN,TW0009904003,1186.11,2059.94,1167.91,1077.41,1736.09,2131.92,1750.09,1524.89,2674.11,1882.21,1104.14,2089.21,2761.81,2580.98,2997.31,4081.32,3968.23,3488.63,3683.95,3896.24,3527.82,3360.83,3086.19,3384.98,3334.97,2992.66,3221.4
TON YI INDUSTRIAL,TW0009907006,446.13,623.53,286.39,184.48,499.77,483.75,453.74,323.75,580.29,597.27,418.43,542.02,823.7,840.08,914.77,1563.64,1016.76,700.47,772.4,745.5,667.85,549.95,578.57,789.18,957.41,779.1,714.91
TAIWAN SECOM,TW0009917005,549.27,924.26,419.39,376.05,352.6,398.74,529.46,670.22,763.05,702.0,542.65,721.28,823.8,858.57,997.0,1125.35,1176.31,1292.8,1268.97,1390.72,1268.21,1318.13,1404.72,1646.53,1534.94,1698.46,1673.75
GIANT MNFG.,TW0009921007,213.13,239.51,310.94,235.66,359.31,360.63,468.41,534.42,429.02,571.62,632.98,946.16,1466.36,1486.94,1976.32,2376.84,3275.26,2557.39,2413.85,2097.84,1854.64,2191.44,3834.24,4267.92,2700.57,2260.89,1703.72
BAIDU ADS 1:8,US0567521085,,,,,,,,464.03,2700.12,6776.41,3218.56,11208.1,31918.89,35458.61,29544.85,41381.63,60085.13,41977.18,47382.48,64389.81,47502.13,35732.82,67530.88,43625.18,42652.38,29300.79,24403.41
COCA COLA FEMSA ADR 1:10,US1912411089,355.36,419.66,584.82,635.18,492.22,655.21,712.48,810.01,1121.01,1308.47,968.22,1696.95,2230.37,4136.82,7267.79,5147.03,4108.67,3337.86,3133.97,3833.67,3105.62,3235.8,2358.71,2835.07,3908.59,5377.6,4058.8
CIA.MINAS BUENAVENTURA ADR 1:1,US2044481040,835.27,1175.57,993.66,1472.55,1854.82,3324.79,2961.94,3672.53,4034.01,9012.27,4934.27,8292.87,12026.43,11798.27,8125.74,3227.21,3120.0,1138.04,3771.49,4178.32,4315.77,3285.61,2727.43,1953.61,1996.74,3889.45,3290.68
DRDGOLD ADR 1:10,US26152H3012,151.84,151.46,120.59,323.13,719.37,739.5,335.03,523.33,282.36,435.95,265.55,225.54,176.66,264.38,317.56,146.45,89.02,136.59,247.64,125.11,156.0,515.29,881.88,694.27,678.7,682.16,913.87
NETEASE ADR 1:5,US64110W1027,,,67.82,24.18,481.15,1481.56,1379.4,2345.56,2593.08,2207.97,2402.28,4360.97,5326.07,6538.05,6119.43,9399.82,14757.07,20343.48,33601.04,41928.84,31963.32,42570.1,85251.56,68346.06,58495.88,63464.32,65684.44
NOVOLIPETSK STEEL GDR DEAD - DELIST.27/01/23,US67011E2046,,,,,,,,11087.47,15582.39,22774.27,5244.07,18770.79,27934.43,15096.93,12765.57,8654.22,7755.23,5154.17,11896.55,15576.4,14383.74,12837.49,16805.0,17152.61,189.51,189.51,189.51
SOCIEDAD QUIMICA Y MINERA DE CHILE ADR 1:1,US8336351056,407.78,398.76,283.74,259.42,275.43,475.5,727.34,1375.7,1666.78,2130.73,3295.92,4534.6,6526.84,7282.8,6795.28,2951.64,2897.47,1844.18,4094.02,6387.2,5114.82,3446.39,6408.87,7813.62,13959.11,5804.16,5549.94
SOHU COM ADR 1:1,US83410S1087,,,53.44,39.9,310.95,1371.55,606.93,731.81,988.61,1905.69,1473.53,1932.14,3239.81,2337.48,1877.86,2652.66,2180.88,1779.82,1534.29,1444.78,841.84,417.43,722.45,680.33,553.29,322.55,372.51
AECI,ZAE000000220,227.65,372.59,287.98,157.65,291.96,528.18,802.0,1096.68,1172.16,1016.55,588.7,972.27,1348.44,1415.83,1235.87,1478.56,1423.48,609.09,945.44,1053.65,814.3,851.42,659.41,844.7,538.93,547.13,462.84
NEDBANK GROUP,ZAE000004875,4798.13,5800.29,5390.62,2531.22,3488.5,2619.58,4673.38,7974.08,8746.71,7125.84,4066.75,8106.14,9349.73,10670.04,10957.0,8729.94,11353.18,5474.17,8433.23,10914.59,10488.17,6533.9,4231.42,6394.43,7126.35,5595.92,7059.0
PICK N PAY STORES,ZAE000005443,174.42,865.49,846.45,460.82,722.2,1148.03,1845.81,2469.57,2258.22,2195.38,1636.69,2718.28,2899.54,2952.2,2509.43,1928.09,2435.03,1673.81,2461.37,2695.6,2573.84,2146.28,1761.51,1601.07,1518.55,620.6,1115.62
SAPPI,ZAE000006284,831.71,2356.87,1900.3,2698.81,3193.24,3178.55,2909.52,3281.88,3516.42,2548.11,1578.99,2338.65,2866.01,1840.27,1916.71,1692.02,2285.24,2438.05,3552.91,4011.55,3264.75,1320.52,1639.29,1617.86,1812.81,1354.2,1527.67
SASOL,ZAE000006896,2140.83,4823.39,4894.87,6271.26,7054.29,10102.29,13890.34,29314.2,21361.93,31482.11,16535.49,24766.66,31592.01,34453.76,28119.79,30731.68,25399.38,15812.94,19379.59,22671.86,18680.47,9858.09,7040.78,14352.86,11561.89,5388.87,2994.59
NETCARE,ZAE000011953,190.37,198.7,223.37,356.13,537.49,1079.85,1435.5,2425.35,3881.41,2437.83,1639.3,2458.29,2958.15,2689.21,3266.71,2882.53,4998.3,2943.49,3485.91,3173.74,2736.82,1932.8,1309.27,1437.8,1229.25,1050.0,1050.39
SHOPRITE,ZAE000012084,634.0,621.83,897.29,485.44,455.29,695.53,1135.4,1742.31,2039.85,2639.66,2777.84,5112.17,6959.87,9471.02,11010.3,7330.86,9042.55,4922.65,7679.7,11797.17,7300.1,4754.13,5439.08,8344.84,8109.93,8387.94,8959.6
VALTERRA PLATINUM,ZAE000013181,3165.26,6631.37,10450.03,8193.67,8411.01,10007.76,8038.43,19280.79,29674.27,36700.2,9238.95,23330.44,26502.65,19946.23,13636.55,10585.83,8499.84,3811.66,7345.08,7950.68,12872.89,21296.89,26542.46,31471.74,20590.42,11194.08,9330.42
HARMONY GOLD MNG.,ZAE000015228,319.96,457.26,438.3,1173.34,2697.67,3968.29,3226.73,7387.31,5212.6,3927.92,4811.51,4238.4,4684.97,5390.98,2819.33,1216.47,1327.4,870.96,1167.76,734.56,1089.36,1788.06,2681.16,2236.37,2324.06,3982.33,7490.09
GOLD FIELDS,ZAE000018123,939.8,1858.96,1828.44,3008.07,6050.53,6283.34,5620.05,11857.02,9298.76,9595.34,6979.42,8570.05,11653.07,12182.85,8751.77,2641.11,4500.64,2682.38,2932.99,3518.47,3315.26,5381.47,8203.1,9437.78,10134.25,13080.69,15752.79
DISCOVERY,ZAE000022331,,676.73,568.61,266.29,320.37,870.64,1654.5,2512.03,2418.56,1903.95,1445.52,2438.83,3204.9,3601.47,4341.39,3878.37,5875.35,4855.28,5592.63,8944.47,7880.1,5167.73,5579.7,6808.17,5648.75,4892.44,6477.61
REMGRO,ZAE000026480,,,3186.03,2637.27,3390.94,5063.81,7704.11,9997.59,10964.79,10964.55,2932.74,5759.81,7459.47,8124.83,8958.02,7816.69,11245.91,7142.14,8871.86,10216.55,8301.06,6468.05,3529.87,4608.5,4423.56,4368.14,4007.34
BARLOWORLD DEAD - DELIST.27/01/26,ZAE000026639,819.2,1652.72,1433.78,1031.05,1395.26,2115.99,3832.36,4602.73,5031.61,2392.98,733.47,1323.59,2291.94,2641.05,2231.49,2155.51,1747.2,933.95,1756.17,2874.0,1940.74,1372.35,1269.77,1750.98,1022.7,752.75,1083.72
TRUWORTHS INTL.,ZAE000028296,342.52,430.4,288.74,178.91,343.86,615.9,1300.13,2068.37,2268.07,1522.52,1569.7,2589.3,4108.93,4784.3,5402.7,2694.55,3004.84,2458.3,2580.63,3536.28,2697.14,1288.03,1326.3,1530.8,1628.36,1646.53,1840.31
